indice_relatorio_analise_de_capacidades;index_codigo_unidade;index_datas;Relatórios de Analise de Capacidade
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2021-11;81244.65215871457
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2021-12;-16664.626892628963
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-01;69012.35409889792
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-02;74866.9235482565
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-03;26621.727653663787
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-04;64465.40599498825
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-05;31157.2463794667
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-06;49973.91980286963
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-07;71386.08461862867
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-08;71297.14559826444
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-09;68606.23061971487
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-10;-674.1802451603944
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-11;54042.46987152088
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAJ;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-06;8631.53288407827
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-07;9093.373542866118
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-08;9097.196458038225
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-09;8642.058570413554
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-10;9154.82938136776
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-11;8764.161750510502
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2021-12;8947.542516164238
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-01;10069.234345005661
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-02;8558.496701713879
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-03;7421.436162142401
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-04;9570.63888638033
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-05;12993.685402462814
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-06;9516.203833314168
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-07;10442.885115693032
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-08;15713.72710352694
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-09;14523.411064304026
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-10;15429.17743228598
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-11;16777.349383191664
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CAN;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-06;79535.01048237771
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-07;82576.7223264151
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-08;39914.43828727093
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-09;73338.66017231139
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-10;74809.89055083974
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-11;72294.1108995148
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2021-12;44227.89687495669
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-01;72666.2190585126
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-02;48730.58826778929
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-03;50735.10992552738
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-04;77083.88055823036
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-05;93212.56837875544
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-06;89926.74917375794
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-07;68748.75095281046
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-08;37211.690655906255
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-09;89554.00162454111
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-10;92549.46920260452
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-11;89350.64698638115
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];CEZ;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-06;139249.58838846328
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-07;141824.50523446518
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-08;146507.52541386904
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-09;141370.26227576967
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-10;146859.22553762514
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-11;101813.54354346257
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2021-12;127078.42771700877
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-01;152451.61470751866
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-02;138122.98399346744
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-03;151557.96649873242
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-04;146390.2431669462
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-05;44067.75276934817
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-06;147111.2101543232
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-07;152153.8452544082
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-08;152631.81420830422
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-09;147831.1077196875
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-10;153340.9816134007
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-11;74332.00272399947
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];IJA;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-06;19920.321914116023
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-07;33175.519553935854
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-08;7640.624553724396
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-09;23960.131957850936
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-10;30484.60645637359
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-11;30851.363063408637
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2021-12;2814.898106633813
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-01;36326.53774503138
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-02;32903.11898378558
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-03;29733.25321789457
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-04;15795.824505569355
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-05;16553.022759288197
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-06;34008.19660274635
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-07;29012.268952670034
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-08;32905.57989445336
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-09;29487.805171964646
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-10;22091.832669464893
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-11;11515.285395809104
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SMC;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-06;36315.36399337413
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-07;33920.15951928612
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-08;34871.69156373831
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-09;35009.402077419836
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-10;34634.18468212633
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-11;31831.98085897526
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2021-12;32541.43024126784
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-01;38854.475936327784
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-02;28785.496027331064
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-03;37454.997319249225
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-04;36487.16086761862
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-05;37636.07307571637
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-06;36273.7615878032
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-07;37817.21016214121
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-08;37707.41988061934
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-09;33294.5079150046
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-10;33396.942407871116
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-11;34122.34470539771
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];NSR;2023-05;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-06;9429.483184184131
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-07;11160.841757080076
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-08;10455.017401986855
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-09;9548.91331656432
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-10;10278.0028873677
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-11;8411.06691932649
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2021-12;8394.90376986969
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-01;9099.690026099888
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-02;6446.397913581336
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-03;9379.068163515887
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-04;9101.013473230145
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-05;9830.36515715745
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-06;9495.06160002559
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-07;9888.78860552633
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-08;10167.714138229278
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-09;9553.654952102761
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-10;8824.982182120633
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-11;8546.926248753334
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2022-12;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2023-01;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2023-02;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2023-03;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2023-04;-
[U2] Demanda Restrita de Clínquer = [S2/B2];SPA;2023-05;-
[V2] Alerta de estoque Cimento;API;2021-06;1.0
[V2] Alerta de estoque Cimento;API;2021-07;1.0
[V2] Alerta de estoque Cimento;API;2021-08;0.0
[V2] Alerta de estoque Cimento;API;2021-09;0.0
[V2] Alerta de estoque Cimento;API;2021-10;0.0
[V2] Alerta de estoque Cimento;API;2021-11;0.0
[V2] Alerta de estoque Cimento;API;2021-12;0.0
[V2] Alerta de estoque Cimento;API;2022-01;0.0
[V2] Alerta de estoque Cimento;API;2022-02;0.0
[V2] Alerta de estoque Cimento;API;2022-03;0.0
[V2] Alerta de estoque Cimento;API;2022-04;0.0
[V2] Alerta de estoque Cimento;API;2022-05;0.0
[V2] Alerta de estoque Cimento;API;2022-06;0.0
[V2] Alerta de estoque Cimento;API;2022-07;0.0
[V2] Alerta de estoque Cimento;API;2022-08;0.0
[V2] Alerta de estoque Cimento;API;2022-09;0.0
[V2] Alerta de estoque Cimento;API;2022-10;0.0
[V2] Alerta de estoque Cimento;API;2022-11;0.0
[V2] Alerta de estoque Cimento;API;2022-12;0.0
[V2] Alerta de estoque Cimento;API;2023-01;0.0
[V2] Alerta de estoque Cimento;API;2023-02;0.0
[V2] Alerta de estoque Cimento;API;2023-03;0.0
[V2] Alerta de estoque Cimento;API;2023-04;0.0
[V2] Alerta de estoque Cimento;API;2023-05;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-06;1.0
[V2] Alerta de estoque Cimento;BDQ;2021-07;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-08;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-09;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-10;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-11;0.0
[V2] Alerta de estoque Cimento;BDQ;2021-12;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-01;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-02;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-03;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-04;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-05;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-06;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-07;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-08;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-09;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-10;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-11;0.0
[V2] Alerta de estoque Cimento;BDQ;2022-12;0.0
[V2] Alerta de estoque Cimento;BDQ;2023-01;0.0
[V2] Alerta de estoque Cimento;BDQ;2023-02;0.0
[V2] Alerta de estoque Cimento;BDQ;2023-03;0.0
[V2] Alerta de estoque Cimento;BDQ;2023-04;0.0
[V2] Alerta de estoque Cimento;BDQ;2023-05;0.0
[V2] Alerta de estoque Cimento;CAF;2021-06;1.0
[V2] Alerta de estoque Cimento;CAF;2021-07;0.0
[V2] Alerta de estoque Cimento;CAF;2021-08;0.0
[V2] Alerta de estoque Cimento;CAF;2021-09;0.0
[V2] Alerta de estoque Cimento;CAF;2021-10;0.0
[V2] Alerta de estoque Cimento;CAF;2021-11;0.0
[V2] Alerta de estoque Cimento;CAF;2021-12;0.0
[V2] Alerta de estoque Cimento;CAF;2022-01;0.0
[V2] Alerta de estoque Cimento;CAF;2022-02;0.0
[V2] Alerta de estoque Cimento;CAF;2022-03;0.0
[V2] Alerta de estoque Cimento;CAF;2022-04;0.0
[V2] Alerta de estoque Cimento;CAF;2022-05;0.0
[V2] Alerta de estoque Cimento;CAF;2022-06;0.0
[V2] Alerta de estoque Cimento;CAF;2022-07;0.0
[V2] Alerta de estoque Cimento;CAF;2022-08;0.0
[V2] Alerta de estoque Cimento;CAF;2022-09;0.0
[V2] Alerta de estoque Cimento;CAF;2022-10;0.0
[V2] Alerta de estoque Cimento;CAF;2022-11;0.0
[V2] Alerta de estoque Cimento;CAF;2022-12;0.0
[V2] Alerta de estoque Cimento;CAF;2023-01;0.0
[V2] Alerta de estoque Cimento;CAF;2023-02;0.0
[V2] Alerta de estoque Cimento;CAF;2023-03;0.0
[V2] Alerta de estoque Cimento;CAF;2023-04;0.0
[V2] Alerta de estoque Cimento;CAF;2023-05;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-06;1.0
[V2] Alerta de estoque Cimento;CAJ;2021-07;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-08;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-09;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-10;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-11;0.0
[V2] Alerta de estoque Cimento;CAJ;2021-12;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-01;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-02;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-03;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-04;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-05;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-06;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-07;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-08;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-09;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-10;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-11;0.0
[V2] Alerta de estoque Cimento;CAJ;2022-12;0.0
[V2] Alerta de estoque Cimento;CAJ;2023-01;0.0
[V2] Alerta de estoque Cimento;CAJ;2023-02;0.0
[V2] Alerta de estoque Cimento;CAJ;2023-03;0.0
[V2] Alerta de estoque Cimento;CAJ;2023-04;0.0
[V2] Alerta de estoque Cimento;CAJ;2023-05;0.0
[V2] Alerta de estoque Cimento;CAN;2021-06;1.0
[V2] Alerta de estoque Cimento;CAN;2021-07;0.0
[V2] Alerta de estoque Cimento;CAN;2021-08;0.0
[V2] Alerta de estoque Cimento;CAN;2021-09;0.0
[V2] Alerta de estoque Cimento;CAN;2021-10;0.0
[V2] Alerta de estoque Cimento;CAN;2021-11;0.0
[V2] Alerta de estoque Cimento;CAN;2021-12;0.0
[V2] Alerta de estoque Cimento;CAN;2022-01;0.0
[V2] Alerta de estoque Cimento;CAN;2022-02;0.0
[V2] Alerta de estoque Cimento;CAN;2022-03;0.0
[V2] Alerta de estoque Cimento;CAN;2022-04;0.0
[V2] Alerta de estoque Cimento;CAN;2022-05;0.0
[V2] Alerta de estoque Cimento;CAN;2022-06;0.0
[V2] Alerta de estoque Cimento;CAN;2022-07;0.0
[V2] Alerta de estoque Cimento;CAN;2022-08;0.0
[V2] Alerta de estoque Cimento;CAN;2022-09;0.0
[V2] Alerta de estoque Cimento;CAN;2022-10;0.0
[V2] Alerta de estoque Cimento;CAN;2022-11;0.0
[V2] Alerta de estoque Cimento;CAN;2022-12;0.0
[V2] Alerta de estoque Cimento;CAN;2023-01;0.0
[V2] Alerta de estoque Cimento;CAN;2023-02;0.0
[V2] Alerta de estoque Cimento;CAN;2023-03;0.0
[V2] Alerta de estoque Cimento;CAN;2023-04;0.0
[V2] Alerta de estoque Cimento;CAN;2023-05;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-06;1.0
[V2] Alerta de estoque Cimento;CEZ;2021-07;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-08;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-09;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-10;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-11;0.0
[V2] Alerta de estoque Cimento;CEZ;2021-12;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-01;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-02;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-03;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-04;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-05;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-06;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-07;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-08;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-09;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-10;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-11;0.0
[V2] Alerta de estoque Cimento;CEZ;2022-12;0.0
[V2] Alerta de estoque Cimento;CEZ;2023-01;0.0
[V2] Alerta de estoque Cimento;CEZ;2023-02;0.0
[V2] Alerta de estoque Cimento;CEZ;2023-03;0.0
[V2] Alerta de estoque Cimento;CEZ;2023-04;0.0
[V2] Alerta de estoque Cimento;CEZ;2023-05;0.0
[V2] Alerta de estoque Cimento;IJA;2021-06;0.0
[V2] Alerta de estoque Cimento;IJA;2021-07;0.0
[V2] Alerta de estoque Cimento;IJA;2021-08;0.0
[V2] Alerta de estoque Cimento;IJA;2021-09;0.0
[V2] Alerta de estoque Cimento;IJA;2021-10;0.0
[V2] Alerta de estoque Cimento;IJA;2021-11;0.0
[V2] Alerta de estoque Cimento;IJA;2021-12;0.0
[V2] Alerta de estoque Cimento;IJA;2022-01;0.0
[V2] Alerta de estoque Cimento;IJA;2022-02;0.0
[V2] Alerta de estoque Cimento;IJA;2022-03;0.0
[V2] Alerta de estoque Cimento;IJA;2022-04;0.0
[V2] Alerta de estoque Cimento;IJA;2022-05;0.0
[V2] Alerta de estoque Cimento;IJA;2022-06;0.0
[V2] Alerta de estoque Cimento;IJA;2022-07;0.0
[V2] Alerta de estoque Cimento;IJA;2022-08;0.0
[V2] Alerta de estoque Cimento;IJA;2022-09;0.0
[V2] Alerta de estoque Cimento;IJA;2022-10;0.0
[V2] Alerta de estoque Cimento;IJA;2022-11;0.0
[V2] Alerta de estoque Cimento;IJA;2022-12;0.0
[V2] Alerta de estoque Cimento;IJA;2023-01;0.0
[V2] Alerta de estoque Cimento;IJA;2023-02;0.0
[V2] Alerta de estoque Cimento;IJA;2023-03;0.0
[V2] Alerta de estoque Cimento;IJA;2023-04;0.0
[V2] Alerta de estoque Cimento;IJA;2023-05;0.0
[V2] Alerta de estoque Cimento;SMC;2021-06;1.0
[V2] Alerta de estoque Cimento;SMC;2021-07;0.0
[V2] Alerta de estoque Cimento;SMC;2021-08;0.0
[V2] Alerta de estoque Cimento;SMC;2021-09;0.0
[V2] Alerta de estoque Cimento;SMC;2021-10;0.0
[V2] Alerta de estoque Cimento;SMC;2021-11;0.0
[V2] Alerta de estoque Cimento;SMC;2021-12;0.0
[V2] Alerta de estoque Cimento;SMC;2022-01;0.0
[V2] Alerta de estoque Cimento;SMC;2022-02;0.0
[V2] Alerta de estoque Cimento;SMC;2022-03;0.0
[V2] Alerta de estoque Cimento;SMC;2022-04;0.0
[V2] Alerta de estoque Cimento;SMC;2022-05;0.0
[V2] Alerta de estoque Cimento;SMC;2022-06;0.0
[V2] Alerta de estoque Cimento;SMC;2022-07;0.0
[V2] Alerta de estoque Cimento;SMC;2022-08;0.0
[V2] Alerta de estoque Cimento;SMC;2022-09;0.0
[V2] Alerta de estoque Cimento;SMC;2022-10;0.0
[V2] Alerta de estoque Cimento;SMC;2022-11;0.0
[V2] Alerta de estoque Cimento;SMC;2022-12;0.0
[V2] Alerta de estoque Cimento;SMC;2023-01;0.0
[V2] Alerta de estoque Cimento;SMC;2023-02;0.0
[V2] Alerta de estoque Cimento;SMC;2023-03;0.0
[V2] Alerta de estoque Cimento;SMC;2023-04;0.0
[V2] Alerta de estoque Cimento;SMC;2023-05;0.0
[V2] Alerta de estoque Cimento;NSR;2021-06;1.0
[V2] Alerta de estoque Cimento;NSR;2021-07;0.0
[V2] Alerta de estoque Cimento;NSR;2021-08;0.0
[V2] Alerta de estoque Cimento;NSR;2021-09;0.0
[V2] Alerta de estoque Cimento;NSR;2021-10;0.0
[V2] Alerta de estoque Cimento;NSR;2021-11;0.0
[V2] Alerta de estoque Cimento;NSR;2021-12;0.0
[V2] Alerta de estoque Cimento;NSR;2022-01;0.0
[V2] Alerta de estoque Cimento;NSR;2022-02;0.0
[V2] Alerta de estoque Cimento;NSR;2022-03;0.0
[V2] Alerta de estoque Cimento;NSR;2022-04;0.0
[V2] Alerta de estoque Cimento;NSR;2022-05;0.0
[V2] Alerta de estoque Cimento;NSR;2022-06;0.0
[V2] Alerta de estoque Cimento;NSR;2022-07;0.0
[V2] Alerta de estoque Cimento;NSR;2022-08;0.0
[V2] Alerta de estoque Cimento;NSR;2022-09;0.0
[V2] Alerta de estoque Cimento;NSR;2022-10;0.0
[V2] Alerta de estoque Cimento;NSR;2022-11;0.0
[V2] Alerta de estoque Cimento;NSR;2022-12;0.0
[V2] Alerta de estoque Cimento;NSR;2023-01;0.0
[V2] Alerta de estoque Cimento;NSR;2023-02;0.0
[V2] Alerta de estoque Cimento;NSR;2023-03;0.0
[V2] Alerta de estoque Cimento;NSR;2023-04;0.0
[V2] Alerta de estoque Cimento;NSR;2023-05;0.0
[V2] Alerta de estoque Cimento;SPA;2021-06;1.0
[V2] Alerta de estoque Cimento;SPA;2021-07;0.0
[V2] Alerta de estoque Cimento;SPA;2021-08;0.0
[V2] Alerta de estoque Cimento;SPA;2021-09;0.0
[V2] Alerta de estoque Cimento;SPA;2021-10;0.0
[V2] Alerta de estoque Cimento;SPA;2021-11;0.0
[V2] Alerta de estoque Cimento;SPA;2021-12;0.0
[V2] Alerta de estoque Cimento;SPA;2022-01;0.0
[V2] Alerta de estoque Cimento;SPA;2022-02;0.0
[V2] Alerta de estoque Cimento;SPA;2022-03;0.0
[V2] Alerta de estoque Cimento;SPA;2022-04;0.0
[V2] Alerta de estoque Cimento;SPA;2022-05;0.0
[V2] Alerta de estoque Cimento;SPA;2022-06;0.0
[V2] Alerta de estoque Cimento;SPA;2022-07;0.0
[V2] Alerta de estoque Cimento;SPA;2022-08;0.0
[V2] Alerta de estoque Cimento;SPA;2022-09;0.0
[V2] Alerta de estoque Cimento;SPA;2022-10;0.0
[V2] Alerta de estoque Cimento;SPA;2022-11;0.0
[V2] Alerta de estoque Cimento;SPA;2022-12;0.0
[V2] Alerta de estoque Cimento;SPA;2023-01;0.0
[V2] Alerta de estoque Cimento;SPA;2023-02;0.0
